,y_test,prediction
3679,2695.1584,2120.0
38,388.1614,2124.0
7813,109.1912,-976.0
5155,354.2056,1096.0
8405,124.5046,126.0
1180,2190.482,2480.0
1022,352.874,908.0
7538,1817.634,2410.0
8284,197.0768,-284.0
7975,922.7988,1404.0
1332,1957.452,2280.0
5873,2422.1804,2128.0
2189,5243.8408,3634.0
1386,3691.1952,2800.0
147,1597.92,2676.0
8244,3964.839,4308.0
7158,5592.72,3490.0
4520,2302.3364,1964.0
3769,3567.3564,4492.0
5470,1791.6678,1026.0
7898,790.9704,2328.0
8441,777.6544,1564.0
4919,341.5554,1804.0
196,992.7078,822.0
5367,2596.62,2724.0
1456,351.5424,1446.0
277,450.0808,1848.0
1830,1468.089,700.0
2172,697.7584,952.0
3266,5752.512,3364.0
1379,5816.4288,5260.0
4844,102.5332,-118.0
6799,459.402,3630.0
7782,2345.6134,2944.0
2843,2796.36,3724.0
1283,1581.275,1076.0
3375,352.874,828.0
5739,2087.283,2656.0
5937,312.926,576.0
3180,1524.0162,1600.0
7671,1078.596,516.0
8210,3435.528,3316.0
2417,3731.809,3128.0
7299,3352.303,2848.0
958,1973.4312,2624.0
6956,2125.2336,1592.0
3740,91.8804,-992.0
3079,497.3526,1158.0
5167,683.1108,1912.0
839,2857.6136,1556.0
39,2180.495,2884.0
7852,1342.2528,1630.0
4881,2792.3652,2454.0
6258,2512.7292,2676.0
7427,884.1824,1572.0
3603,330.2368,786.0
7648,1070.6064,1432.0
462,1787.673,1898.0
4065,1845.5976,2742.0
982,384.8324,1210.0
6296,247.6776,198.0
641,6611.394,3158.0
454,2683.174,1448.0
20,3775.086,3980.0
8401,1395.5168,1494.0
8283,1845.5976,1548.0
3639,390.1588,1356.0
244,3225.1352,3606.0
2984,1257.0304,2512.0
6154,3874.956,3116.0
3978,882.8508,866.0
4609,1049.9666,544.0
6039,1757.712,2372.0
882,300.9416,680.0
3443,1150.5024,868.0
7632,41.9454,-1156.0
4967,3146.5708,2980.0
3634,1601.249,2078.0
4060,5609.365,4918.0
651,229.701,-1020.0
1852,874.8612,534.0
162,3315.684,3178.0
7043,992.7078,2408.0
4240,1518.024,3010.0
6163,1957.452,2276.0
5863,2387.5588,3012.0
304,7696.648,3412.0
4853,2852.2872,3256.0
7311,1494.0552,1520.0
7398,1494.0552,1434.0
6866,647.8234,1460.0
6943,325.5762,1820.0
1085,5173.266,4220.0
7496,2868.2664,3810.0
5165,2954.1546,2744.0
2457,5099.3622,3420.0
8008,2743.7618,3440.0
2813,113.186,188.0
2214,2936.178,3094.0
1168,2519.3872,1872.0
8070,868.869,1726.0
6148,2740.4328,3060.0
8253,2896.8958,2420.0
6913,325.5762,1824.0
6340,3123.9336,3080.0
8003,1342.2528,3060.0
1261,2681.8424,2316.0
296,583.2408,744.0
229,3101.2964,4288.0
2241,856.8846,1076.0
4407,587.2356,1682.0
221,1416.8224,1442.0
6982,5073.396,4040.0
6688,5888.3352,4548.0
1411,928.791,1092.0
2549,6381.693,2308.0
4123,4082.6856,2362.0
5435,2127.231,2466.0
2076,2516.724,2112.0
7886,1857.582,1684.0
3840,1559.9694,2396.0
4068,1761.7068,1592.0
5972,549.285,1080.0
7176,2037.348,2676.0
1091,2503.408,2562.0
7138,652.484,1096.0
8141,452.744,736.0
2250,458.0704,1758.0
4977,2446.815,2528.0
5518,2463.46,1292.0
6481,2716.464,2252.0
6605,1125.202,2424.0
4328,5690.5926,2754.0
8153,1719.7614,3004.0
6289,2247.075,3122.0
2676,4134.618,3120.0
4582,3495.45,3854.0
5399,2802.3522,1936.0
8412,2203.798,3482.0
5599,429.441,376.0
4076,2450.144,2676.0
6436,3506.7686,2274.0
3636,6338.416,2916.0
841,178.4344,-428.0
3528,3872.9586,2924.0
1547,829.5868,574.0
6724,1454.1072,1992.0
6853,3098.6332,1972.0
8046,392.822,3152.0
1029,1198.44,984.0
7766,1707.777,1928.0
6670,264.9884,2260.0
8148,3142.576,3100.0
7355,80.5618,-580.0
4900,3439.5228,2508.0
6428,1808.9786,2540.0
5498,309.597,1424.0
7533,2572.6512,2980.0
7994,3593.3226,2680.0
3910,1621.8888,3448.0
2568,659.142,524.0
2644,884.1824,936.0
733,1807.647,1924.0
4105,5522.811,5536.0
5694,1435.4648,2116.0
6512,2841.6344,1906.0
6590,3691.1952,2440.0
5558,6624.71,4318.0
1750,5956.9126,4114.0
836,145.8102,-1086.0
2528,6503.5344,3818.0
4831,858.882,2270.0
5006,1701.7848,2232.0
7489,614.5334,804.0
2866,250.3408,208.0
7154,3835.008,3440.0
683,1488.063,1606.0
499,1298.31,2038.0
388,717.7324,2398.0
6101,2999.429,2832.0
3311,1346.2476,3528.0
6380,3755.112,3092.0
8404,153.134,-606.0
119,1141.847,3292.0
158,1701.7848,2156.0
6968,755.0172,1392.0
3986,4250.4672,1732.0
5962,1641.197,1658.0
6693,1957.452,2212.0
1044,6048.793,4200.0
3964,2077.296,1902.0
6059,3704.5112,3652.0
4301,3295.71,1644.0
7733,467.3916,542.0
7868,2542.0244,1748.0
6837,4165.2448,4068.0
3975,892.8378,1600.0
6099,567.2616,426.0
7276,1537.998,1688.0
1422,852.224,1490.0
4561,2183.824,1764.0
6183,3509.4318,2564.0
1644,153.7998,592.0
2480,782.9808,1268.0
2877,3165.879,3348.0
2491,109.1912,-112.0
1831,1733.7432,2352.0
6464,2195.8084,1980.0
6141,4460.86,2790.0
7016,8062.838,5024.0
1240,3415.554,3288.0
2542,1211.756,1490.0
4225,233.03,1830.0
6372,2846.295,2484.0
4220,1571.288,2592.0
4418,2530.7058,1912.0
7542,785.644,1270.0
7198,3981.484,2474.0
2041,633.8416,768.0
2223,188.4214,1124.0
3852,1073.2696,1222.0
1142,3747.1224,4300.0
5139,988.0472,1976.0
7833,4482.1656,3466.0
6673,1006.6896,4148.0
532,95.8752,-1092.0
3222,852.224,1344.0
3581,1006.6896,1738.0
6043,677.1186,3256.0
7004,870.8664,2360.0
4013,4857.6768,3868.0
422,3415.554,3718.0
7899,377.5086,608.0
1373,5426.27,3332.0
22,1587.2672,3064.0
495,2336.958,2928.0
4781,2784.3756,2600.0
4270,2360.9268,2104.0
7680,419.454,1368.0
1718,563.9326,932.0
1683,990.7104,2644.0
6415,126.502,-828.0
6079,341.5554,668.0
3744,4334.358,2400.0
2388,1004.0264,3594.0
6024,171.1106,804.0
6619,2316.984,2798.0
8487,4111.315,3928.0
144,905.488,914.0
3972,1895.5326,2260.0
574,37.9506,-996.0
4018,3392.9168,2172.0
6526,2145.2076,5268.0
4873,4302.3996,5264.0
5968,4996.829,4132.0
3706,4452.8704,5392.0
3648,3257.7594,2526.0
3239,3693.8584,3082.0
1066,2633.9048,1916.0
167,1743.0644,1718.0
5318,540.6296,588.0
1869,1518.024,1618.0
1666,512.666,564.0
8265,4026.7584,2580.0
526,283.6308,2070.0
2931,196.411,1184.0
1112,1544.656,2692.0
8004,2446.1492,3616.0
4872,2940.1728,2974.0
6711,3563.3616,2368.0
2632,1629.8784,1706.0
987,5061.4116,3724.0
6561,1030.6584,2772.0
1122,1125.202,1548.0
989,5518.1504,4160.0
776,857.5504,1564.0
274,2082.6224,1500.0
7376,2399.5432,2274.0
8368,1800.3232,1852.0
33,2174.5028,1540.0
5379,926.7936,622.0
5253,5645.984,2492.0
1478,4211.185,4172.0
6376,2651.2156,1940.0
2328,1120.5414,1128.0
8327,3012.0792,2684.0
8101,2189.1504,2902.0
8192,2908.2144,1872.0
3664,1318.284,1480.0
3849,1525.3478,888.0
2270,695.0952,1846.0
6757,2807.0128,2636.0
1656,3455.502,1928.0
4364,1411.496,2886.0
152,2768.3964,2836.0
4902,2290.352,2216.0
8193,2656.542,2098.0
7588,1845.5976,1610.0
7484,671.1264,3648.0
487,75.2354,-668.0
5476,193.7478,-812.0
2420,998.7,3920.0
2894,1384.1982,3190.0
3583,5660.6316,3136.0
1070,952.7598,792.0
134,952.094,2660.0
7575,641.8312,3944.0
1454,107.8596,-868.0
5871,129.831,348.0
5864,1201.769,1112.0
4512,383.5008,912.0
3053,34.6216,-1144.0
7286,1102.5648,992.0
5397,61.9194,-776.0
6970,1416.8224,1080.0
2560,1609.9044,2240.0
2026,3425.541,3676.0
6578,1418.154,1504.0
3069,1736.4064,3298.0
318,3877.6192,2324.0
4189,3238.4512,2820.0
5306,1054.6272,1454.0
3391,2376.906,1908.0
1121,593.2278,1084.0
6576,1034.6532,776.0
2899,2709.1402,3244.0
7082,2801.6864,2834.0
5268,1323.6104,3310.0
4323,978.726,692.0
6096,1747.725,1932.0
1643,1198.44,2362.0
6614,406.138,734.0
2134,490.0288,1962.0
1382,639.168,672.0
5061,402.809,1212.0
6124,1062.6168,1540.0
5455,982.7208,1984.0
4425,998.7,1660.0
4355,4327.7,3450.0
509,95.8752,-460.0
3671,2036.6822,1964.0
6900,4314.384,3142.0
3286,8138.7392,5510.0
7951,4218.5088,4154.0
7245,517.3266,940.0
2453,1325.6078,1872.0
6906,6454.931,4348.0
971,615.1992,992.0
313,1677.816,2468.0
7871,1677.816,2220.0
3202,539.298,546.0
5759,784.9782,2228.0
5583,3520.0846,3320.0
4858,1607.2412,1400.0
7248,1289.6546,1670.0
7802,1444.1202,2586.0
8220,2621.9204,2048.0
558,2876.256,3100.0
4904,4673.916,2536.0
276,7452.9652,4048.0
1540,716.4008,1022.0
7511,3111.9492,2676.0
3474,755.0172,16.0
4139,394.1536,560.0
1984,4086.0146,3756.0
2285,3202.498,2100.0
2615,7201.2928,5020.0
3891,1358.232,1502.0
7784,2681.8424,2184.0
6444,3844.995,3804.0
6308,691.1004,1800.0
1942,3105.957,3158.0
2569,4402.2696,2448.0
1977,2713.135,3176.0
1220,2884.2456,2296.0
5601,3113.2808,3582.0
8499,2976.126,1744.0
3182,1142.5128,1432.0
2381,4374.306,3880.0
2585,4225.1668,3158.0
6390,4434.228,3520.0
4887,1749.7224,1862.0
8066,4171.9028,2652.0
286,296.9468,528.0
994,2982.784,2656.0
2586,139.818,-1162.0
4753,3793.7284,2724.0
1952,554.6114,1392.0
7984,1245.046,1684.0
7356,974.0654,1488.0
5904,517.9924,4024.0
72,4604.6728,2532.0
519,5344.3766,5052.0
5081,1342.2528,1590.0
4978,1784.344,2824.0
7150,4407.596,3460.0
548,2094.6068,1734.0
2888,2167.179,1736.0
7428,1845.5976,1638.0
1892,1583.9382,2048.0
8007,262.3252,2130.0
6702,1179.1318,860.0
5356,1158.492,3134.0
1955,1514.695,1556.0
5362,1006.6896,1748.0
7667,2253.0672,2076.0
2190,934.7832,510.0
5564,751.0224,1048.0
3711,1619.2256,1660.0
1675,2007.387,2352.0
6257,1342.2528,2170.0
842,1470.0864,1024.0
247,974.7312,2672.0
8025,207.7296,-1076.0
8516,858.882,648.0
4110,2621.9204,1654.0
3573,1518.024,2388.0
2217,2428.8384,2308.0
7779,1258.362,1424.0
4339,1114.5492,1940.0
5553,2456.802,3864.0
6285,2902.888,2296.0
5335,339.558,684.0
3993,529.9768,2236.0
3485,666.4658,852.0
3996,110.5228,-96.0
2565,3844.995,3104.0
4999,2324.9736,3828.0
6934,2616.594,4230.0
4770,253.004,104.0
3083,7534.1928,2948.0
725,918.804,2152.0
2682,3531.4032,2340.0
7922,801.6232,2468.0
1741,614.5334,852.0
6721,1573.9512,2140.0
6897,3261.7542,2360.0
779,597.2226,826.0
50,3134.5864,2422.0
4696,2534.0348,3596.0
7639,123.173,188.0
7978,3350.3056,2960.0
406,5770.4886,3420.0
4234,3379.6008,3012.0
5514,3880.2824,2068.0
4034,107.8596,148.0
6652,715.0692,1936.0
2655,2066.6432,2096.0
2141,5294.4416,4502.0
6291,441.4254,1984.0
6519,2504.7396,2164.0
2617,1522.0188,2308.0
6784,610.5386,1400.0
3465,1518.024,2872.0
156,262.3252,1808.0
8502,3020.0688,3392.0
2795,308.9312,600.0
6627,343.5528,860.0
6518,2259.0594,3924.0
578,4655.2736,3892.0
4302,3338.987,3100.0
8096,1163.8184,1080.0
2948,3868.9638,3088.0
4004,4327.7,4232.0
2872,796.9626,788.0
2653,4195.8716,2928.0
8111,363.5268,1308.0
1308,343.5528,1942.0
317,452.744,1810.0
5587,1231.73,702.0
5817,596.5568,512.0
7573,3435.528,2316.0
2958,3350.3056,2980.0
1812,1597.92,1636.0
7785,3146.5708,2812.0
2531,2087.9488,2348.0
4627,4727.18,3132.0
7289,1651.184,1732.0
4957,298.2784,-728.0
6418,185.0924,-426.0
188,2336.958,2908.0
2004,4777.7808,3194.0
4235,494.0236,604.0
5129,3427.5384,2542.0
217,260.9936,2252.0
2405,2109.2544,1808.0
5168,282.2992,756.0
3753,3998.7948,3472.0
1978,447.4176,940.0
4226,476.047,1536.0
5992,3243.7776,3868.0
6005,1693.7952,1796.0
2767,185.7582,1852.0
2760,2588.6304,2308.0
4160,1938.8096,2348.0
4338,5704.5744,4646.0
1334,4098.6648,1792.0
1597,1893.5352,2842.0
7482,3467.4864,1512.0
8335,708.4112,864.0
1833,1985.4156,2308.0
7970,2157.192,2846.0
1514,3368.948,3784.0
2887,6359.7216,3872.0
2423,1225.072,1048.0
6035,88.5514,-462.0
7301,3728.48,2912.0
1063,568.5932,424.0
4912,4853.682,2928.0
1172,2251.7356,1920.0
8105,1155.8288,1432.0
2929,4604.6728,3816.0
7323,1188.453,3728.0
1972,1120.5414,1126.0
1768,1398.18,1592.0
122,186.424,-356.0
4488,1406.1696,1368.0
1529,3749.7856,2632.0
1621,3755.112,3014.0
7278,326.242,716.0
4942,2221.1088,2864.0
1928,1897.53,2000.0
2890,2846.295,2722.0
1087,1522.0188,3968.0
5036,4094.67,2568.0
8437,2596.62,1636.0
6129,1693.7952,2192.0
294,5499.508,4520.0
7132,2449.4782,3168.0
6197,2526.711,3272.0
7870,1480.0734,2688.0
5439,1581.9408,1060.0
8438,3034.0506,2230.0
1642,211.7244,-68.0
1234,872.198,1284.0
1185,822.263,618.0
3046,295.6152,456.0
384,3523.4136,2156.0
3756,5552.1062,2558.0
7476,1494.0552,1400.0
2663,102.5332,-212.0
4982,3367.6164,2972.0
4987,455.4072,484.0
684,5159.2842,3060.0
8022,5812.434,3052.0
4085,2120.573,2644.0
7110,2644.5576,3520.0
1533,1943.4702,1456.0
451,1816.3024,1404.0
4237,1404.1722,1240.0
2640,1288.9888,2406.0
1376,1151.1682,2448.0
1914,515.3292,-388.0
5866,6636.6944,3704.0
2980,3101.2964,2856.0
1490,486.034,1968.0
4629,447.4176,2044.0
5777,335.5632,866.0
4030,1318.284,1826.0
1811,468.7232,858.0
2038,1470.0864,2966.0
6159,697.0926,1816.0
5313,750.3566,1736.0
6134,8217.3036,5460.0
1536,2320.9788,2564.0
2604,3956.8494,3012.0
5598,1882.2166,2712.0
396,3707.1744,3740.0
8376,3717.8272,3640.0
6157,583.2408,1504.0
14,1977.426,3120.0
5546,1980.755,3276.0
1900,4566.0564,3918.0
2475,361.5294,68.0
7343,8209.314,4336.0
6939,886.8456,1204.0
7658,826.2578,2222.0
4092,647.1576,2324.0
4857,722.393,1390.0
5603,169.779,892.0
4178,653.1498,3450.0
7160,1318.284,1428.0
8407,575.2512,2304.0
6752,882.8508,2416.0
4716,3182.524,2618.0
90,369.519,148.0
5421,2149.2024,2772.0
5326,3950.1914,3724.0
5632,2852.2872,2464.0
5354,272.978,-1060.0
8167,1857.582,2284.0
3126,2090.612,3166.0
6020,1218.414,864.0
3050,3761.77,2416.0
3490,1687.1372,3820.0
6669,1670.4922,1984.0
4948,1981.4208,3886.0
6047,1488.063,1572.0
15,1547.3192,928.0
1315,1413.4934,1832.0
8484,2324.9736,1934.0
2693,3408.896,4200.0
5183,2458.1336,2756.0
6413,447.4176,1124.0
5296,3159.8868,3768.0
5248,3709.8376,4124.0
6271,3463.4916,3120.0
1357,2428.8384,1536.0
2429,2797.6916,4080.0
7349,485.3682,988.0
2364,4793.76,2632.0
4502,158.4604,1364.0
4542,3835.008,1828.0
3493,535.969,1404.0
5095,331.5684,-34.0
5178,1539.9954,2352.0
794,505.3422,872.0
6618,1677.816,2896.0
1633,3861.64,2908.0
2804,2316.984,3004.0
3413,1717.764,2276.0
8184,4731.1748,3972.0
5451,1134.5232,1560.0
8271,2548.0166,2460.0
2613,211.7244,-210.0
4891,6608.065,4146.0
2351,1761.7068,2088.0
7313,3068.0064,2372.0
1722,1197.7742,2418.0
6046,848.895,1044.0
2178,1607.2412,1476.0
8430,4042.7376,2832.0
7010,5591.3884,2340.0
5900,3994.8,2596.0
6070,1334.2632,1832.0
2812,617.8624,1136.0
1865,2328.9684,3088.0
6679,4979.5182,4424.0
2933,3119.9388,3708.0
1651,109.857,-1212.0
356,3163.8816,2272.0
7330,2285.0256,1694.0
4523,3374.2744,3356.0
3025,284.9624,332.0
6317,4466.1864,2742.0
2412,4845.0266,3960.0
4216,1747.0592,3450.0
3243,777.6544,848.0
5134,1470.0864,1132.0
7055,4103.9912,2836.0
6473,353.5398,700.0
1705,6524.84,3780.0
6727,1211.756,1910.0
4193,2716.464,3118.0
6951,1470.0864,826.0
6354,307.5996,616.0
5740,5321.0736,3132.0
7442,343.5528,686.0
5927,1488.063,1734.0
5366,111.1886,-132.0
3160,2175.1686,2778.0
6551,2609.936,2974.0
42,2527.3768,3096.0
4616,3323.0078,2036.0
3374,3739.1328,2412.0
2162,1312.9576,864.0
2396,3073.9986,2620.0
3042,2137.218,3364.0
2892,1576.6144,1766.0
5057,114.5176,-960.0
8077,1696.4584,2108.0
3609,209.727,750.0
5415,3629.9416,1768.0
369,1230.3984,1876.0
5079,669.129,912.0
5478,3124.5994,2494.0
2260,2070.638,3264.0
6109,1655.1788,1296.0
3000,2145.2076,3770.0
6292,1457.4362,2184.0
844,6515.5188,3940.0
7171,3728.48,4392.0
6759,1366.2216,1688.0
6699,753.6856,1104.0
2519,982.055,672.0
6502,568.5932,752.0
8388,2155.1946,2734.0
5673,3243.7776,3664.0
1788,145.1444,428.0
7584,4567.388,3934.0
3093,5681.2714,3840.0
4498,5229.1932,3896.0
4059,1097.9042,1066.0
3433,427.4436,2128.0
633,437.4306,484.0
4734,2302.3364,4204.0
3488,420.7856,-170.0
629,1640.5312,1632.0
125,868.869,1512.0
5969,6897.688,2794.0
719,145.8102,1026.0
200,745.696,1844.0
2755,3275.736,1796.0
8308,3193.8426,3518.0
6162,645.826,124.0
5193,5394.9774,3766.0
8319,4210.5192,3820.0
8048,1098.57,468.0
1595,1288.9888,1492.0
1997,306.268,1240.0
4017,539.298,1068.0
521,314.2576,592.0
2551,1120.5414,1764.0
1654,5522.811,4084.0
8087,6199.9296,4058.0
5554,1347.5792,2080.0
7618,974.7312,700.0
7628,2163.85,3482.0
5723,458.0704,970.0
3564,1667.1632,3236.0
1437,6018.1662,4056.0
4823,2376.906,2776.0
1733,814.9392,1672.0
8506,3944.865,3692.0
3790,2109.2544,2832.0
7581,167.7816,-508.0
1284,3014.7424,2956.0
5758,2519.3872,1938.0
1259,169.1132,824.0
6651,1973.4312,1724.0
737,1470.0864,2012.0
7467,850.8924,1822.0
2590,842.237,300.0
7687,2069.3064,1510.0
1278,1917.504,2592.0
2658,3672.5528,2064.0
6288,958.752,1596.0
704,2756.412,2452.0
8262,3271.7412,2036.0
8176,809.6128,1664.0
3207,2606.607,1478.0
295,925.462,1512.0
6395,2871.5954,2408.0
2747,261.6594,1452.0
3896,622.523,104.0
2921,2093.2752,2760.0
4096,1263.0226,2908.0
6889,952.094,1640.0
4097,1445.4518,1808.0
572,2770.3938,2428.0
3121,3415.554,2862.0
4848,3146.5708,2924.0
5422,4604.6728,2816.0
3874,2450.144,2036.0
6859,3163.8816,4606.0
6174,922.7988,692.0
837,5063.409,3240.0
7943,934.7832,1946.0
1829,122.5072,98.0
1255,1541.9928,3788.0
3570,1298.31,2152.0
224,2406.867,2410.0
5716,2324.9736,3060.0
7279,2501.4106,3054.0
1845,189.0872,-320.0
8470,1551.314,2524.0
660,113.8518,672.0
4157,2141.2128,2872.0
713,1267.6832,3286.0
4252,774.9912,3060.0
4886,1018.674,1736.0
2070,181.0976,1454.0
3925,2936.178,2260.0
8304,1917.504,2618.0
3510,348.8792,854.0
444,3401.5722,3790.0
7678,2876.256,1650.0
914,2311.6576,2324.0
3552,5195.2374,4574.0
2407,71.9064,-1158.0
3234,7503.566,3850.0
3030,651.8182,1020.0
2359,897.4984,3406.0
7359,3900.9222,1934.0
3464,1414.1592,3668.0
1563,1898.8616,1080.0
326,994.7052,2598.0
3037,894.8352,1072.0
1140,1637.868,1772.0
5336,3089.9778,3922.0
834,5443.5808,3072.0
4135,3605.307,2902.0
4864,4029.4216,1990.0
5281,6021.4952,4068.0
3771,862.8768,1578.0
4063,1722.4246,3720.0
7280,1743.0644,1600.0
2796,171.7764,-604.0
980,3547.3824,2344.0
7947,1556.6404,3544.0
2401,370.1848,896.0
7364,3894.93,2482.0
8522,765.67,1100.0
1509,3078.6592,2908.0
2891,6114.7072,3314.0
2587,4517.453,2772.0
4976,3630.6074,3044.0
7274,1627.881,1778.0
7283,3848.324,3400.0
4662,2342.9502,1692.0
8434,4332.3606,2412.0
3284,428.7752,1580.0
7971,1267.6832,1300.0
593,587.2356,636.0
226,2956.152,2012.0
4140,534.6374,794.0
7050,3628.61,2196.0
1363,6165.9738,5096.0
4764,2756.412,2944.0
7136,2496.75,1336.0
533,3299.7048,2536.0
5332,101.2016,-232.0
4095,986.7156,2500.0
7858,188.4214,1112.0
6983,357.5346,112.0
2385,4101.328,1496.0
5246,1245.046,1788.0
5532,2609.936,1392.0
7235,627.1836,1722.0
8245,7549.5062,4184.0
1499,2577.9776,2620.0
6707,4681.9056,3166.0
5810,1039.9796,808.0
7478,788.973,2126.0
2290,2227.101,2096.0
6569,7105.4176,3884.0
685,5954.2494,4346.0
