,y_test,prediction
3679,2695.1584,2127.0284881683183
38,388.1614,2109.6347955623623
7813,109.1912,-960.2839676122212
5155,354.2056,1113.942750206048
8405,124.5046,139.6763732353745
1180,2190.482,2471.8365216062516
1022,352.874,933.4878235743995
7538,1817.634,2415.4605591033355
8284,197.0768,-249.6193953750876
7975,922.7988,1401.3544920912307
1332,1957.452,2285.9292737959827
5873,2422.1804,2124.9889764736795
2189,5243.8408,3637.019153971604
1386,3691.1952,2791.0161500449767
147,1597.92,2665.409162192608
8244,3964.839,4305.173511752784
7158,5592.72,3482.516934098794
4520,2302.3364,1959.9710740611695
3769,3567.3564,4513.4312729116045
5470,1791.6678,1034.8619874394742
7898,790.9704,2332.9002175781443
8441,777.6544,1576.0840868203766
4919,341.5554,1809.9353678798068
196,992.7078,808.647282926753
5367,2596.62,2708.8425803789896
1456,351.5424,1441.4068643583387
277,450.0808,1842.6705118938453
1830,1468.089,720.8546837942934
2172,697.7584,962.3275934416738
3266,5752.512,3347.3638459968856
1379,5816.4288,5240.565375502415
4844,102.5332,-93.4494632365429
6799,459.402,3620.705878920938
7782,2345.6134,2941.8523266252623
2843,2796.36,3719.12236959303
1283,1581.275,1069.516372045726
3375,352.874,848.6601643051881
5739,2087.283,2639.295612493794
5937,312.926,574.5730641749919
3180,1524.0162,1639.197846630566
7671,1078.596,508.741531288757
8210,3435.528,3331.6760918355976
2417,3731.809,3114.8376375814164
7299,3352.303,2870.1077381943883
958,1973.4312,2615.697674972018
6956,2125.2336,1590.0008642557402
3740,91.8804,-941.5228531924283
3079,497.3526,1134.8639671427609
5167,683.1108,1904.6088685824413
839,2857.6136,1563.7097431021448
39,2180.495,2871.5478432657183
7852,1342.2528,1621.5320067532814
4881,2792.3652,2462.1325708666136
6258,2512.7292,2670.7443909498725
7427,884.1824,1599.4776461392007
3603,330.2368,829.2828427832387
7648,1070.6064,1429.3368610284758
462,1787.673,1900.8709536730364
4065,1845.5976,2765.262492451506
982,384.8324,1221.2547900962409
6296,247.6776,211.74062117576364
641,6611.394,3143.645460869076
454,2683.174,1439.379090916
20,3775.086,3956.805876603288
8401,1395.5168,1511.6341185990818
8283,1845.5976,1549.3859829005182
3639,390.1588,1376.7453041039635
244,3225.1352,3598.780886229723
2984,1257.0304,2497.1617886207555
6154,3874.956,3106.8869798673177
3978,882.8508,879.9465415600223
4609,1049.9666,555.1521159331942
6039,1757.712,2374.5438849799793
882,300.9416,701.8325115874445
3443,1150.5024,866.754636241803
7632,41.9454,-1127.9696714021316
4967,3146.5708,2985.041681095115
3634,1601.249,2088.971133838707
4060,5609.365,4916.041715504445
651,229.701,-994.1909685680271
1852,874.8612,532.4280243938697
162,3315.684,3189.543481682115
7043,992.7078,2402.8280172455093
4240,1518.024,3011.9778775591753
6163,1957.452,2268.189190134085
5863,2387.5588,3018.6017610018885
304,7696.648,3403.044596384868
4853,2852.2872,3253.414289191557
7311,1494.0552,1511.9424299500029
7398,1494.0552,1434.8277204390015
6866,647.8234,1467.2223281011086
6943,325.5762,1815.0190525050723
1085,5173.266,4223.340852386253
7496,2868.2664,3800.2899716917727
5165,2954.1546,2750.50570933182
2457,5099.3622,3417.0606893719323
8008,2743.7618,3441.4659316524626
2813,113.186,183.1327728772701
2214,2936.178,3076.8946311319846
1168,2519.3872,1859.0259255874066
8070,868.869,1733.5810172508006
6148,2740.4328,3069.9419893701647
8253,2896.8958,2407.7652944907145
6913,325.5762,1819.543208178382
6340,3123.9336,3085.6471664208484
8003,1342.2528,3046.1743779177164
1261,2681.8424,2308.878411870162
296,583.2408,752.9242496842319
229,3101.2964,4290.063367610599
2241,856.8846,1087.305569560307
4407,587.2356,1693.644202530862
221,1416.8224,1451.8676031559373
6982,5073.396,4030.002887399652
6688,5888.3352,4524.312082937648
1411,928.791,1083.2745760623143
2549,6381.693,2300.2205836697826
4123,4082.6856,2366.6878152569293
5435,2127.231,2468.140837267939
2076,2516.724,2111.7548646234463
7886,1857.582,1667.671308935642
3840,1559.9694,2393.873704058089
4068,1761.7068,1590.0801318224476
5972,549.285,1089.1652078618258
7176,2037.348,2677.340610205733
1091,2503.408,2550.766074512578
7138,652.484,1084.170149240321
8141,452.744,735.4524417697944
2250,458.0704,1753.1039213373087
4977,2446.815,2525.8718549117093
5518,2463.46,1306.479915126083
6481,2716.464,2241.855926571235
6605,1125.202,2406.7811956111564
4328,5690.5926,2766.069905484123
8153,1719.7614,2987.186975736775
6289,2247.075,3116.9447660466917
2676,4134.618,3097.5769451395913
4582,3495.45,3848.9152129386266
5399,2802.3522,1924.6398881261935
8412,2203.798,3488.9507747792236
5599,429.441,373.788517463561
4076,2450.144,2674.8656632431134
6436,3506.7686,2273.553549061656
3636,6338.416,2918.545737308872
841,178.4344,-417.1069361762268
3528,3872.9586,2905.787186127441
1547,829.5868,570.4470075281004
6724,1454.1072,1980.6379632974224
6853,3098.6332,1981.1208369624674
8046,392.822,3140.6470378465447
1029,1198.44,999.2265013792376
7766,1707.777,1918.7183029859164
6670,264.9884,2279.0546479869527
8148,3142.576,3084.5601255286674
7355,80.5618,-555.770654600685
4900,3439.5228,2511.035803065746
6428,1808.9786,2546.3795965169897
5498,309.597,1422.2842083201563
7533,2572.6512,2969.3602923912354
7994,3593.3226,2679.112893318614
3910,1621.8888,3439.862557825329
2568,659.142,531.5913018839972
2644,884.1824,931.926956985767
733,1807.647,1939.729481435216
4105,5522.811,5518.364685507315
5694,1435.4648,2106.4909598439863
6512,2841.6344,1906.9671328569345
6590,3691.1952,2412.9380504727387
5558,6624.71,4306.338748824184
1750,5956.9126,4118.110485700042
836,145.8102,-1056.6731252221782
2528,6503.5344,3808.1555418382013
4831,858.882,2274.0850805449804
5006,1701.7848,2235.9827337334946
7489,614.5334,812.8831626530987
2866,250.3408,235.0220289600261
7154,3835.008,3431.3165393683767
683,1488.063,1595.6881490494957
499,1298.31,2044.010023006485
388,717.7324,2393.1788913298387
6101,2999.429,2811.660794076212
3311,1346.2476,3529.7191295910798
6380,3755.112,3092.1532809469063
8404,153.134,-576.5639985509396
119,1141.847,3281.2676444793783
158,1701.7848,2163.967301629217
6968,755.0172,1411.2283881188716
3986,4250.4672,1723.042411639791
5962,1641.197,1654.444048043709
6693,1957.452,2210.874885214393
1044,6048.793,4182.375870120859
3964,2077.296,1904.6055609928023
6059,3704.5112,3651.996653475629
4301,3295.71,1634.4904060586634
7733,467.3916,528.3034261768282
7868,2542.0244,1754.657990689112
6837,4165.2448,4047.770809588515
3975,892.8378,1587.0488397691408
6099,567.2616,431.2050665233512
7276,1537.998,1674.1569857057384
1422,852.224,1484.5830707881964
4561,2183.824,1756.1755833108532
6183,3509.4318,2575.5314363582697
1644,153.7998,588.0752052099683
2480,782.9808,1281.3949007967271
2877,3165.879,3339.939192983283
2491,109.1912,-89.50020825223623
1831,1733.7432,2341.6706403450316
6464,2195.8084,1972.368194628488
6141,4460.86,2796.5217902387426
7016,8062.838,5018.992702691395
1240,3415.554,3284.4955576533143
2542,1211.756,1483.533381684902
4225,233.03,1840.3603827485658
6372,2846.295,2483.8585495184197
4220,1571.288,2618.157159465512
4418,2530.7058,1918.619562674851
7542,785.644,1276.1909841877086
7198,3981.484,2478.3180307184207
2041,633.8416,767.4575821764861
2223,188.4214,1150.3194603618886
3852,1073.2696,1222.5955371433256
1142,3747.1224,4288.833890212959
5139,988.0472,1976.5383317407675
7833,4482.1656,3448.5535399754144
6673,1006.6896,4129.414063445634
532,95.8752,-1069.901524723816
3222,852.224,1320.2403186289573
3581,1006.6896,1740.484897471875
6043,677.1186,3266.325606593513
7004,870.8664,2371.4403684644067
4013,4857.6768,3880.714901864746
422,3415.554,3722.515406529078
7899,377.5086,611.5958351418669
1373,5426.27,3338.013268999762
22,1587.2672,3061.348128609966
495,2336.958,2923.269271332901
4781,2784.3756,2596.6556601298244
4270,2360.9268,2110.3391309571684
7680,419.454,1368.4194743487997
1718,563.9326,927.912835473548
1683,990.7104,2655.300338752873
6415,126.502,-819.1302066379335
6079,341.5554,650.0977801874543
3744,4334.358,2397.431859767253
2388,1004.0264,3590.5523346268747
6024,171.1106,826.2223739710344
6619,2316.984,2790.074053275044
8487,4111.315,3927.129843183308
144,905.488,905.8536326837425
3972,1895.5326,2270.134289086475
574,37.9506,-995.311034731948
4018,3392.9168,2172.6664948629905
6526,2145.2076,5261.155664900962
4873,4302.3996,5250.128182682316
5968,4996.829,4112.8656730329185
3706,4452.8704,5367.228069622261
3648,3257.7594,2508.9227871261987
3239,3693.8584,3092.218334174063
1066,2633.9048,1914.038947635435
167,1743.0644,1736.6650465768935
5318,540.6296,595.003732195989
1869,1518.024,1628.5335945510647
1666,512.666,558.3548753770308
8265,4026.7584,2582.217729430757
526,283.6308,2071.2916279766227
2931,196.411,1206.7196607914798
1112,1544.656,2681.9116371335444
8004,2446.1492,3620.7689981806925
4872,2940.1728,2957.2840291262823
6711,3563.3616,2356.9904837669046
2632,1629.8784,1722.398713489457
987,5061.4116,3705.594567474927
6561,1030.6584,2786.9080834301485
1122,1125.202,1549.848328398399
989,5518.1504,4167.804089020536
776,857.5504,1561.3846896954626
274,2082.6224,1488.564058730266
7376,2399.5432,2285.139465969891
8368,1800.3232,1853.56576513331
33,2174.5028,1564.2446786587063
5379,926.7936,607.9608644839157
5253,5645.984,2511.5501047598864
1478,4211.185,4167.091471804111
6376,2651.2156,1926.4145383933874
2328,1120.5414,1143.9323395862634
8327,3012.0792,2696.951494739771
8101,2189.1504,2882.960265406194
8192,2908.2144,1866.784497910815
3664,1318.284,1481.1199996028777
3849,1525.3478,895.149430438953
2270,695.0952,1853.771678020267
6757,2807.0128,2648.3539211489674
1656,3455.502,1926.8642596667094
4364,1411.496,2876.2239074403574
152,2768.3964,2826.548836682682
4902,2290.352,2206.994540689252
8193,2656.542,2090.8874992151477
7588,1845.5976,1617.517792704711
7484,671.1264,3649.345682740445
487,75.2354,-649.850795689917
5476,193.7478,-801.0438126775773
2420,998.7,3915.3761288246797
2894,1384.1982,3185.5858953390393
3583,5660.6316,3156.3327947627813
1070,952.7598,794.2668224606516
134,952.094,2674.716939805561
7575,641.8312,3919.350959821375
1454,107.8596,-832.6542864081878
5871,129.831,366.4960688180031
5864,1201.769,1106.2201468288008
4512,383.5008,917.2124129962119
3053,34.6216,-1123.3809509366101
7286,1102.5648,996.112150030798
5397,61.9194,-760.9283804885054
6970,1416.8224,1084.474771118793
2560,1609.9044,2217.1320227295555
2026,3425.541,3665.7033221291044
6578,1418.154,1515.9163053191778
3069,1736.4064,3298.406945279097
318,3877.6192,2304.474365835825
4189,3238.4512,2824.407351702683
5306,1054.6272,1453.5506453312532
3391,2376.906,1896.5328565445757
1121,593.2278,1091.1717119622322
6576,1034.6532,778.2147257880824
2899,2709.1402,3239.996498624777
7082,2801.6864,2832.909487472863
5268,1323.6104,3297.7233736362655
4323,978.726,701.1075687124544
6096,1747.725,1926.981118831662
1643,1198.44,2377.0883822131163
6614,406.138,754.2591611648966
2134,490.0288,1949.3277099250843
1382,639.168,673.9319127563277
5061,402.809,1219.569284557066
6124,1062.6168,1536.8459535154243
5455,982.7208,2003.6372983551523
4425,998.7,1650.5732074901423
4355,4327.7,3432.555519682808
509,95.8752,-438.4251351530918
3671,2036.6822,1945.4284731211098
6900,4314.384,3128.6805244809925
3286,8138.7392,5508.864489401589
7951,4218.5088,4141.882340018474
7245,517.3266,975.689692618957
2453,1325.6078,1851.1365738031952
6906,6454.931,4331.161689745037
971,615.1992,999.355823991682
313,1677.816,2482.8957970079396
7871,1677.816,2221.130502494062
3202,539.298,554.0983396704794
5759,784.9782,2242.963363183364
5583,3520.0846,3332.765239808112
4858,1607.2412,1408.7707214975062
7248,1289.6546,1662.3700826476816
7802,1444.1202,2568.5724923440516
8220,2621.9204,2046.1748673783325
558,2876.256,3101.9521816384076
4904,4673.916,2514.2229312878285
276,7452.9652,4034.09338237293
1540,716.4008,1036.9785128160697
7511,3111.9492,2660.186899510034
3474,755.0172,25.207604804187213
4139,394.1536,551.2156983303041
1984,4086.0146,3758.667191818421
2285,3202.498,2094.550769640186
2615,7201.2928,5009.848575071211
3891,1358.232,1509.2112963311447
7784,2681.8424,2180.209979594454
6444,3844.995,3801.98865073473
6308,691.1004,1814.3726249760657
1942,3105.957,3142.7000456314317
2569,4402.2696,2464.1657087356684
1977,2713.135,3188.5261467016726
1220,2884.2456,2299.5923478762434
5601,3113.2808,3577.278600427613
8499,2976.126,1737.7682178305486
3182,1142.5128,1430.4876257333049
2381,4374.306,3862.8863601347584
2585,4225.1668,3138.3983428990723
6390,4434.228,3498.9514359641507
4887,1749.7224,1856.7587125346645
8066,4171.9028,2650.0854360629473
286,296.9468,542.9214389211133
994,2982.784,2636.01062969824
2586,139.818,-1171.223369028012
4753,3793.7284,2724.9746703875026
1952,554.6114,1387.6901882701895
7984,1245.046,1691.4447402648798
7356,974.0654,1468.921333996647
5904,517.9924,4022.3714299425123
72,4604.6728,2531.8113784450397
519,5344.3766,5046.330806826061
5081,1342.2528,1588.1186279986891
4978,1784.344,2824.6858656766785
7150,4407.596,3440.1985607064994
548,2094.6068,1736.4052033712283
2888,2167.179,1736.5789467121706
7428,1845.5976,1654.9116362499933
1892,1583.9382,2051.886360565428
8007,262.3252,2139.0541185330994
6702,1179.1318,846.7137561231799
5356,1158.492,3127.138448172822
1955,1514.695,1573.1335158876077
5362,1006.6896,1754.8529193375227
7667,2253.0672,2086.5364387905142
2190,934.7832,521.3755065697512
5564,751.0224,1049.1083405549498
3711,1619.2256,1649.330658997482
1675,2007.387,2348.054837640763
6257,1342.2528,2185.2997391009267
842,1470.0864,1031.6231838780607
247,974.7312,2665.122646556957
8025,207.7296,-1051.663769622707
8516,858.882,649.2378603070238
4110,2621.9204,1648.9239150357798
3573,1518.024,2391.7273976329443
2217,2428.8384,2309.6969677841826
7779,1258.362,1404.8002034956296
4339,1114.5492,1944.616517540951
5553,2456.802,3867.839720934145
6285,2902.888,2303.8625636051916
5335,339.558,683.866638172568
3993,529.9768,2241.4736214685445
3485,666.4658,855.5979545429836
3996,110.5228,-74.36724574669552
2565,3844.995,3107.2059865017195
4999,2324.9736,3819.965870040124
6934,2616.594,4254.394868475329
4770,253.004,127.3858219915453
3083,7534.1928,2951.4212789173453
725,918.804,2159.37198456047
2682,3531.4032,2340.93693879354
7922,801.6232,2460.708455301952
1741,614.5334,844.3811663247907
6721,1573.9512,2152.38797944734
6897,3261.7542,2360.053271541808
779,597.2226,819.5458912731717
50,3134.5864,2415.9136346090822
4696,2534.0348,3595.7897630940747
7639,123.173,195.80483721611972
7978,3350.3056,2950.736452057878
406,5770.4886,3408.464207863311
4234,3379.6008,3022.4320290623155
5514,3880.2824,2073.07605935646
4034,107.8596,145.76141780436706
6652,715.0692,1937.6241129287196
2655,2066.6432,2089.6583938415106
2141,5294.4416,4490.717492657437
6291,441.4254,1980.6743047005762
6519,2504.7396,2165.801456476868
2617,1522.0188,2312.12725908784
6784,610.5386,1410.7764323533213
3465,1518.024,2876.344933844656
156,262.3252,1825.8628775259356
8502,3020.0688,3388.3691589170417
2795,308.9312,633.23844504008
6627,343.5528,883.3893821894376
6518,2259.0594,3915.3726731954807
578,4655.2736,3878.1634964008763
4302,3338.987,3099.673685949527
8096,1163.8184,1081.150399674437
2948,3868.9638,3084.929402023263
4004,4327.7,4221.918716304677
2872,796.9626,784.1048684030802
2653,4195.8716,2930.7635911856987
8111,363.5268,1295.276310430813
1308,343.5528,1948.7648546464382
317,452.744,1820.5877268402446
5587,1231.73,703.9696303396556
5817,596.5568,517.1206574624164
7573,3435.528,2323.919595720783
2958,3350.3056,2978.51052499686
1812,1597.92,1652.611036458856
7785,3146.5708,2798.7253255114206
2531,2087.9488,2349.532580769904
4627,4727.18,3128.915778588564
7289,1651.184,1748.6888785591455
4957,298.2784,-710.2603482499014
6418,185.0924,-408.9205512432661
188,2336.958,2900.7190233139963
2004,4777.7808,3207.7908692819315
4235,494.0236,605.4459727741042
5129,3427.5384,2525.5937570324077
217,260.9936,2254.403474505051
2405,2109.2544,1809.4069805963745
5168,282.2992,762.0167860393719
3753,3998.7948,3476.717888967147
1978,447.4176,936.964323224596
4226,476.047,1531.1368539475945
5992,3243.7776,3862.5015283231655
6005,1693.7952,1790.9019402282602
2767,185.7582,1873.6697361855977
2760,2588.6304,2311.770103077466
4160,1938.8096,2331.095084169076
4338,5704.5744,4638.3731988927375
1334,4098.6648,1786.9980682601426
1597,1893.5352,2828.872498658498
7482,3467.4864,1499.459690040338
8335,708.4112,867.780088068006
1833,1985.4156,2311.133530029117
7970,2157.192,2830.225448822509
1514,3368.948,3761.5446539911427
2887,6359.7216,3877.664326905057
2423,1225.072,1039.8935087700138
6035,88.5514,-440.88562475320646
7301,3728.48,2915.885522465816
1063,568.5932,434.18850467780663
4912,4853.682,2923.1314836598654
1172,2251.7356,1927.5001138412943
8105,1155.8288,1430.72610920881
2929,4604.6728,3795.1599721088864
7323,1188.453,3710.138916264592
1972,1120.5414,1137.701292285206
1768,1398.18,1601.7203881686216
122,186.424,-325.11469352941435
4488,1406.1696,1378.9570482299307
1529,3749.7856,2620.277213738729
1621,3755.112,3033.348253124051
7278,326.242,719.4549183606618
4942,2221.1088,2861.0813957902205
1928,1897.53,1981.9934451166107
2890,2846.295,2738.7936059720296
1087,1522.0188,3956.2704243381872
5036,4094.67,2546.9983250124
8437,2596.62,1649.0373472429217
6129,1693.7952,2192.3120239007185
294,5499.508,4521.316458145279
7132,2449.4782,3166.280727330769
6197,2526.711,3272.8083549823878
7870,1480.0734,2680.3031154485325
5439,1581.9408,1080.2985463023365
8438,3034.0506,2232.5673312264807
1642,211.7244,-52.62063275600917
1234,872.198,1290.0653548546143
1185,822.263,639.555131419505
3046,295.6152,454.7525847860918
384,3523.4136,2147.704875367812
3756,5552.1062,2555.4660917369642
7476,1494.0552,1410.8760448232251
2663,102.5332,-168.96043972447592
4982,3367.6164,2960.328578562116
4987,455.4072,498.9357130623541
684,5159.2842,3054.2443041403753
8022,5812.434,3027.215312278781
4085,2120.573,2640.442724174747
7110,2644.5576,3529.510450551772
1533,1943.4702,1456.2720218864379
451,1816.3024,1397.1268099015415
4237,1404.1722,1232.2746854497448
2640,1288.9888,2400.1975592007393
1376,1151.1682,2435.779438861828
1914,515.3292,-374.42564174336326
5866,6636.6944,3695.203774168984
2980,3101.2964,2850.0685708480496
1490,486.034,1973.8706925402694
4629,447.4176,2048.6027691152885
5777,335.5632,860.2847049996961
4030,1318.284,1825.8687453739117
1811,468.7232,861.0384372866718
2038,1470.0864,2966.32787561459
6159,697.0926,1834.292864226752
5313,750.3566,1726.7213805721099
6134,8217.3036,5463.4098366788785
1536,2320.9788,2559.1140687188667
2604,3956.8494,3027.12245743205
5598,1882.2166,2693.838170229704
396,3707.1744,3733.1350666135463
8376,3717.8272,3632.866427599856
6157,583.2408,1489.5711574569575
14,1977.426,3108.1024842302245
5546,1980.755,3287.005898482271
1900,4566.0564,3910.0326926407356
2475,361.5294,76.82080890902921
7343,8209.314,4325.154059931089
6939,886.8456,1194.5088926069639
7658,826.2578,2223.7899172649486
4092,647.1576,2325.5007182271643
4857,722.393,1390.8420429695975
5603,169.779,897.7477994391879
4178,653.1498,3466.9350317806343
7160,1318.284,1421.4528159713132
8407,575.2512,2281.059536437068
6752,882.8508,2414.5958354467134
4716,3182.524,2616.7313772110324
90,369.519,167.5617159384658
5421,2149.2024,2774.927667806186
5326,3950.1914,3711.9041864900337
5632,2852.2872,2462.760065102735
5354,272.978,-1039.9127607472678
8167,1857.582,2271.816896702817
3126,2090.612,3151.05982844387
6020,1218.414,858.666278799403
3050,3761.77,2402.538177876935
3490,1687.1372,3812.2377565103784
6669,1670.4922,1992.9146502938172
4948,1981.4208,3888.7988605389805
6047,1488.063,1573.45103478405
15,1547.3192,919.9575839728109
1315,1413.4934,1827.425122426136
8484,2324.9736,1934.9854092490934
2693,3408.896,4196.635717738994
5183,2458.1336,2748.6617758044986
6413,447.4176,1111.9142053339385
5296,3159.8868,3772.5690682624836
5248,3709.8376,4122.621305823912
6271,3463.4916,3121.523784989692
